order_id,customer_id,order_ts,region,status,quantity,unit_price,discount,net_amount
ORD-000955,CUST-2959,2025-05-01 13:35:16,north,delivered,3,162.58,5,482.74
ORD-000956,CUST-6237,2025-05-01 16:47:09,south,delivered,2,151.69,0,303.38
ORD-000954,CUST-6927,2025-05-01 21:09:21,west,returned,4,248.67,0,994.68
ORD-000957,CUST-6832,2025-05-02 01:46:25,east,delivered,1,79.08,5,74.08
ORD-000960,CUST-6761,2025-05-02 05:13:57,north,shipped,3,37.52,10,102.56
ORD-000958,CUST-9419,2025-05-02 07:03:23,south,created,5,165.15,0,825.75
ORD-000959,CUST-6285,2025-05-02 11:30:46,east,delivered,5,191.87,10,949.35
ORD-000961,CUST-7750,2025-05-02 12:23:25,south,created,5,81.13,5,400.65
ORD-000962,CUST-4087,2025-05-02 20:20:24,north,returned,2,51.32,0,102.64
ORD-000965,CUST-4643,2025-05-03 04:41:10,south,shipped,1,189.95,0,189.95
ORD-000970,CUST-2487,2025-05-03 05:17:58,east,delivered,2,172.59,0,345.18
ORD-000972,CUST-4555,2025-05-03 06:58:26,east,shipped,5,194.36,10,961.8
ORD-000967,CUST-1696,2025-05-03 07:08:56,north,created,1,197.05,5,192.05
ORD-000973,CUST-2616,2025-05-03 07:47:31,west,delivered,5,16.02,15,65.1
ORD-000968,CUST-2948,2025-05-03 09:12:42,north,created,5,154.4,5,767.0
ORD-000964,CUST-9570,2025-05-03 12:27:12,south,delivered,3,47.67,5,138.01
ORD-000966,CUST-2287,2025-05-03 15:28:00,north,created,3,44.46,0,133.38
ORD-000963,CUST-1284,2025-05-03 17:27:31,east,delivered,1,42.39,0,42.39
ORD-000971,CUST-4962,2025-05-03 18:22:59,north,created,3,52.73,10,148.19
ORD-000969,CUST-3028,2025-05-03 21:54:38,south,shipped,3,171.88,0,515.64
ORD-000979,CUST-9055,2025-05-04 03:49:45,west,returned,3,57.13,15,156.39
ORD-000978,CUST-8011,2025-05-04 06:52:24,north,returned,2,145.17,0,290.34
ORD-000976,CUST-6918,2025-05-04 10:29:44,north,created,1,137.14,5,132.14
ORD-000975,CUST-2848,2025-05-04 11:26:33,north,returned,2,135.85,5,266.7
ORD-000974,CUST-3963,2025-05-04 12:55:07,west,returned,4,173.28,0,693.12
ORD-000977,CUST-5646,2025-05-04 16:38:12,east,returned,3,131.02,5,388.06
ORD-000981,CUST-6548,2025-05-05 07:17:28,west,created,1,100.47,0,100.47
ORD-000982,CUST-9177,2025-05-05 10:08:25,east,returned,2,211.96,15,408.92
ORD-000987,CUST-4308,2025-05-05 10:41:17,west,returned,5,195.38,5,971.9
ORD-000986,CUST-3502,2025-05-05 11:01:22,north,created,4,157.08,0,628.32
ORD-000989,CUST-7285,2025-05-05 16:23:17,east,returned,4,221.83,0,887.32
ORD-000983,CUST-7626,2025-05-05 17:38:28,east,shipped,3,126.82,10,370.46
ORD-000991,CUST-7374,2025-05-05 17:44:51,north,returned,4,116.21,0,464.84
ORD-000984,CUST-9017,2025-05-05 18:06:18,south,shipped,4,40.39,0,161.56
ORD-000985,CUST-2117,2025-05-05 18:08:11,north,shipped,1,38.41,0,38.41
ORD-000988,CUST-9856,2025-05-05 19:54:06,north,created,5,76.49,0,382.45
ORD-000990,CUST-3897,2025-05-05 20:16:03,east,shipped,4,123.02,0,492.08
ORD-000980,CUST-7563,2025-05-05 21:30:05,north,shipped,1,43.02,5,38.02
ORD-001001,CUST-6563,2025-05-06 06:04:00,east,delivered,5,205.69,15,1013.45
ORD-001000,CUST-2639,2025-05-06 07:29:48,east,returned,5,37.97,5,184.85
ORD-001003,CUST-7586,2025-05-06 08:13:27,north,created,3,26.17,10,68.51
ORD-000993,CUST-6779,2025-05-06 10:21:21,east,created,3,131.25,5,388.75
ORD-000994,CUST-7003,2025-05-06 12:42:07,north,delivered,1,153.76,0,153.76
ORD-000995,CUST-6855,2025-05-06 14:59:52,east,created,4,37.88,0,151.52
ORD-000998,CUST-9433,2025-05-06 15:20:03,east,created,4,169.58,5,673.32
ORD-000992,CUST-3560,2025-05-06 18:26:52,north,returned,5,149.47,5,742.35
ORD-001002,CUST-2234,2025-05-06 19:30:32,south,delivered,4,62.41,15,234.64
ORD-000997,CUST-1322,2025-05-06 19:36:11,east,created,3,41.9,0,125.7
ORD-000999,CUST-7188,2025-05-06 20:45:57,west,delivered,4,153.18,0,612.72
ORD-000996,CUST-6113,2025-05-06 21:34:24,north,created,2,73.19,15,131.38
ORD-001011,CUST-2860,2025-05-07 05:27:35,south,created,5,70.49,0,352.45
ORD-001007,CUST-9178,2025-05-07 07:45:12,west,delivered,5,217.74,10,1078.7
ORD-001010,CUST-5373,2025-05-07 10:27:03,south,delivered,1,163.97,5,158.97
ORD-001005,CUST-9268,2025-05-07 10:55:09,west,delivered,1,168.11,0,168.11
ORD-001004,CUST-8786,2025-05-07 15:33:01,south,delivered,3,30.81,10,82.43
ORD-001009,CUST-5919,2025-05-07 15:51:07,west,delivered,4,49.72,0,198.88
ORD-001006,CUST-9443,2025-05-07 16:30:05,south,created,2,112.36,0,224.72
ORD-001012,CUST-8604,2025-05-07 17:40:20,west,returned,2,202.31,0,404.62
ORD-001008,CUST-1981,2025-05-07 19:00:54,south,delivered,5,205.1,5,1020.5
ORD-001014,CUST-1326,2025-05-08 02:00:51,north,delivered,1,241.49,5,236.49
ORD-001016,CUST-9196,2025-05-08 04:23:32,east,returned,2,70.47,10,130.94
ORD-001013,CUST-1477,2025-05-08 09:24:28,east,shipped,2,52.45,0,104.9
ORD-001015,CUST-7668,2025-05-08 13:13:56,north,returned,5,85.03,0,425.15
ORD-001018,CUST-3869,2025-05-09 07:47:43,east,returned,4,66.23,0,264.92
ORD-001020,CUST-5036,2025-05-09 10:06:43,south,delivered,3,143.25,5,424.75
ORD-001019,CUST-1916,2025-05-09 17:51:12,east,created,4,74.76,10,289.04
ORD-001017,CUST-6395,2025-05-09 21:16:28,west,shipped,2,155.96,0,311.92
ORD-001021,CUST-1345,2025-05-09 23:29:53,north,created,4,183.18,0,732.72
ORD-001028,CUST-3229,2025-05-10 00:06:43,west,shipped,2,163.09,15,311.18
ORD-001022,CUST-6945,2025-05-10 04:26:37,south,returned,3,144.89,0,434.67
ORD-001026,CUST-3627,2025-05-10 09:30:05,north,delivered,4,221.04,0,884.16
ORD-001023,CUST-5186,2025-05-10 10:57:18,north,shipped,4,16.85,5,62.4
ORD-001027,CUST-6353,2025-05-10 16:30:09,north,created,4,156.5,10,616.0
ORD-001025,CUST-9055,2025-05-10 17:09:06,west,delivered,1,79.4,0,79.4
ORD-001024,CUST-8190,2025-05-10 22:59:12,east,returned,3,64.44,0,193.32
ORD-001032,CUST-4747,2025-05-11 03:14:22,west,shipped,5,67.75,0,338.75
ORD-001035,CUST-9096,2025-05-11 04:18:53,south,shipped,5,117.26,5,581.3
ORD-001031,CUST-7022,2025-05-11 06:37:20,west,returned,3,61.69,5,180.07
ORD-001029,CUST-3585,2025-05-11 09:05:16,south,returned,3,150.32,0,450.96
ORD-001030,CUST-3187,2025-05-11 09:29:27,south,delivered,3,121.1,15,348.3
ORD-001033,CUST-1815,2025-05-11 14:36:04,west,delivered,3,179.8,0,539.4
ORD-001036,CUST-5717,2025-05-11 17:59:31,west,shipped,2,237.32,0,474.64
ORD-001034,CUST-3787,2025-05-11 20:39:09,north,created,2,35.93,0,71.86
ORD-001042,CUST-1745,2025-05-12 00:11:42,east,returned,4,228.43,10,903.72
ORD-001041,CUST-1962,2025-05-12 01:53:50,east,shipped,5,75.21,0,376.05
ORD-001039,CUST-8506,2025-05-12 03:07:17,north,returned,3,151.98,15,440.94
ORD-001043,CUST-7076,2025-05-12 04:48:52,north,shipped,3,244.72,15,719.16
ORD-001040,CUST-7513,2025-05-12 07:43:35,west,returned,2,219.79,15,424.58
ORD-001045,CUST-3323,2025-05-12 09:28:51,north,delivered,3,181.91,5,540.73
ORD-001046,CUST-5603,2025-05-12 13:07:43,west,delivered,1,244.95,5,239.95
ORD-001037,CUST-4102,2025-05-12 15:13:51,south,returned,2,156.02,0,312.04
ORD-001044,CUST-6557,2025-05-12 17:02:32,south,created,3,54.92,5,159.76
ORD-001038,CUST-4858,2025-05-12 22:29:20,west,shipped,2,21.76,0,43.52
ORD-001049,CUST-4000,2025-05-13 01:18:20,west,delivered,2,49.93,0,99.86
ORD-001054,CUST-9161,2025-05-13 03:26:00,east,created,4,231.3,0,925.2
ORD-001052,CUST-4337,2025-05-13 10:20:39,south,shipped,2,44.06,0,88.12
ORD-001047,CUST-9470,2025-05-13 11:23:46,west,shipped,5,209.95,0,1049.75
ORD-001051,CUST-8949,2025-05-13 16:39:59,west,created,3,247.37,10,732.11
ORD-001050,CUST-2900,2025-05-13 18:01:08,north,returned,2,180.9,5,356.8
ORD-001048,CUST-3478,2025-05-13 20:13:53,west,created,3,188.16,5,559.48
ORD-001053,CUST-4479,2025-05-13 21:14:46,north,shipped,5,208.3,10,1031.5
ORD-001058,CUST-6294,2025-05-14 02:01:19,north,returned,1,203.37,0,203.37
ORD-001055,CUST-2737,2025-05-14 11:46:46,south,created,1,107.63,10,97.63
ORD-001057,CUST-8423,2025-05-14 11:49:47,south,shipped,3,242.9,15,713.7
ORD-001059,CUST-4933,2025-05-14 14:31:26,north,created,1,108.73,0,108.73
ORD-001056,CUST-8861,2025-05-14 16:31:53,east,created,1,123.15,15,108.15
ORD-001062,CUST-4274,2025-05-14 17:49:35,west,returned,1,210.53,10,200.53
ORD-001061,CUST-6080,2025-05-14 21:58:23,south,delivered,3,130.35,5,386.05
ORD-001060,CUST-5668,2025-05-14 23:33:45,south,created,2,53.29,5,101.58
ORD-001069,CUST-9248,2025-05-15 00:35:32,north,returned,3,74.89,0,224.67
ORD-001070,CUST-1741,2025-05-15 03:01:57,west,delivered,2,199.75,5,394.5
ORD-001068,CUST-7766,2025-05-15 03:26:24,west,delivered,5,40.29,5,196.45
ORD-001072,CUST-5248,2025-05-15 03:52:16,west,created,2,64.6,0,129.2
ORD-001066,CUST-5921,2025-05-15 05:24:38,south,delivered,4,117.78,5,466.12
ORD-001063,CUST-2478,2025-05-15 15:23:02,east,shipped,3,147.32,5,436.96
ORD-001065,CUST-3540,2025-05-15 18:02:02,north,delivered,2,167.19,15,319.38
ORD-001064,CUST-1662,2025-05-15 18:41:24,east,returned,4,163.21,0,652.84
ORD-001067,CUST-1781,2025-05-15 20:03:39,north,created,2,137.93,0,275.86
ORD-001071,CUST-8371,2025-05-15 22:42:44,east,delivered,3,152.99,5,453.97
ORD-001073,CUST-3813,2025-05-15 23:52:37,west,returned,1,107.81,0,107.81
ORD-001075,CUST-2833,2025-05-16 00:34:42,south,created,2,46.75,0,93.5
ORD-001074,CUST-6910,2025-05-16 14:22:53,east,created,5,185.59,0,927.95
ORD-001080,CUST-8074,2025-05-16 15:08:04,west,delivered,3,16.85,15,35.55
ORD-001077,CUST-8765,2025-05-16 15:21:36,north,created,3,195.88,0,587.64
ORD-001076,CUST-4961,2025-05-16 15:51:59,south,created,2,128.06,0,256.12
ORD-001078,CUST-8295,2025-05-16 17:39:36,west,created,2,227.07,15,439.14
ORD-001082,CUST-6174,2025-05-16 20:08:36,north,delivered,1,139.15,5,134.15
ORD-001079,CUST-5830,2025-05-16 20:43:56,west,created,4,152.53,0,610.12
ORD-001081,CUST-9410,2025-05-16 21:31:08,west,shipped,1,129.56,5,124.56
ORD-001083,CUST-9106,2025-05-16 22:40:18,east,returned,4,223.95,0,895.8
ORD-001090,CUST-1523,2025-05-17 02:19:04,east,returned,2,56.06,10,102.12
ORD-001092,CUST-5382,2025-05-17 05:30:15,north,created,3,195.8,10,577.4
ORD-001089,CUST-1297,2025-05-17 13:03:46,east,delivered,2,64.22,0,128.44
ORD-001088,CUST-2653,2025-05-17 15:08:43,west,delivered,2,51.73,5,98.46
ORD-001084,CUST-4149,2025-05-17 17:05:04,east,returned,1,52.91,15,37.91
ORD-001087,CUST-2412,2025-05-17 17:34:53,south,shipped,2,161.13,0,322.26
ORD-001091,CUST-4671,2025-05-17 17:42:28,east,delivered,1,160.13,0,160.13
ORD-001085,CUST-6556,2025-05-17 21:55:18,west,shipped,2,134.29,10,258.58
ORD-001093,CUST-2734,2025-05-17 22:13:48,north,created,4,202.76,0,811.04
ORD-001086,CUST-7829,2025-05-17 23:45:24,east,returned,3,184.9,5,549.7
ORD-001101,CUST-8111,2025-05-18 02:14:16,west,created,3,109.39,0,328.17
ORD-001100,CUST-9476,2025-05-18 02:32:00,north,delivered,4,49.21,0,196.84
ORD-001097,CUST-3805,2025-05-18 03:06:11,east,delivered,4,95.21,10,370.84
ORD-001098,CUST-5021,2025-05-18 05:31:11,west,shipped,4,99.75,15,384.0
ORD-001095,CUST-2626,2025-05-18 05:37:03,east,delivered,4,194.06,5,771.24
ORD-001105,CUST-7627,2025-05-18 07:10:59,east,created,3,223.6,15,655.8
ORD-001102,CUST-9516,2025-05-18 10:46:01,west,returned,2,227.09,0,454.18
ORD-001103,CUST-6139,2025-05-18 12:31:49,north,delivered,5,220.28,15,1086.4
ORD-001094,CUST-4365,2025-05-18 13:10:00,south,delivered,1,54.26,0,54.26
ORD-001096,CUST-8194,2025-05-18 15:08:13,north,shipped,2,43.9,0,87.8
ORD-001104,CUST-7618,2025-05-18 16:14:42,south,returned,5,158.44,0,792.2
ORD-001099,CUST-7706,2025-05-18 16:42:09,east,created,2,203.42,5,401.84
ORD-001108,CUST-5238,2025-05-19 08:47:12,east,returned,1,224.23,10,214.23
ORD-001109,CUST-7110,2025-05-19 09:27:26,east,created,5,40.95,0,204.75
ORD-001107,CUST-9541,2025-05-19 12:24:17,south,created,1,135.24,0,135.24
ORD-001106,CUST-3064,2025-05-19 18:56:59,east,shipped,5,93.61,15,453.05
ORD-001112,CUST-3293,2025-05-20 13:45:01,south,created,3,81.87,15,230.61
ORD-001110,CUST-1085,2025-05-20 16:29:54,east,shipped,1,120.45,10,110.45
ORD-001113,CUST-6919,2025-05-20 16:32:27,north,shipped,3,136.37,0,409.11
ORD-001111,CUST-9737,2025-05-20 21:40:59,south,delivered,5,147.92,15,724.6
ORD-001117,CUST-8499,2025-05-21 04:42:38,north,shipped,2,133.86,5,262.72
ORD-001114,CUST-7961,2025-05-21 04:44:07,west,shipped,4,34.26,0,137.04
ORD-001119,CUST-2980,2025-05-21 13:27:22,east,created,5,215.29,0,1076.45
ORD-001120,CUST-5995,2025-05-21 13:38:01,east,delivered,5,51.03,0,255.15
ORD-001115,CUST-9622,2025-05-21 14:39:49,west,delivered,4,33.35,15,118.4
ORD-001123,CUST-7841,2025-05-21 17:31:08,east,returned,5,96.93,0,484.65
ORD-001122,CUST-3999,2025-05-21 17:47:47,north,created,3,223.93,0,671.79
ORD-001116,CUST-8210,2025-05-21 17:49:25,west,shipped,5,132.22,5,656.1
ORD-001118,CUST-3569,2025-05-21 20:21:12,east,created,4,126.24,15,489.96
ORD-001121,CUST-3328,2025-05-21 21:28:03,west,created,4,21.57,0,86.28
ORD-001126,CUST-9863,2025-05-22 01:40:05,west,delivered,2,226.56,0,453.12
ORD-001130,CUST-8278,2025-05-22 03:04:54,east,returned,3,199.89,0,599.67
ORD-001125,CUST-6328,2025-05-22 03:15:06,west,returned,4,50.01,15,185.04
ORD-001124,CUST-3175,2025-05-22 05:02:36,west,returned,4,126.68,15,491.72
ORD-001132,CUST-7258,2025-05-22 09:21:48,north,created,1,217.02,0,217.02
ORD-001131,CUST-6569,2025-05-22 15:54:40,south,returned,5,25.57,0,127.85
ORD-001127,CUST-1406,2025-05-22 20:49:32,east,created,1,218.5,15,203.5
ORD-001128,CUST-9877,2025-05-22 21:00:09,north,shipped,5,35.01,10,165.05
ORD-001129,CUST-2970,2025-05-22 23:57:58,south,created,4,133.12,0,532.48
ORD-001134,CUST-3772,2025-05-23 02:08:41,east,shipped,3,238.76,15,701.28
ORD-001135,CUST-7388,2025-05-23 03:35:42,east,shipped,1,182.63,0,182.63
ORD-001136,CUST-7152,2025-05-23 04:24:15,north,shipped,4,224.86,0,899.44
ORD-001133,CUST-3992,2025-05-23 09:18:16,north,shipped,5,54.52,0,272.6
ORD-001137,CUST-4874,2025-05-23 17:56:55,west,created,2,191.75,10,373.5
ORD-001142,CUST-8401,2025-05-24 01:31:17,north,returned,2,141.32,5,277.64
ORD-001143,CUST-1008,2025-05-24 02:11:27,west,delivered,5,82.97,0,414.85
ORD-001138,CUST-7669,2025-05-24 02:22:59,west,created,1,89.81,10,79.81
ORD-001141,CUST-4333,2025-05-24 05:11:00,east,shipped,1,213.88,10,203.88
ORD-001145,CUST-2145,2025-05-24 10:56:45,north,returned,1,52.93,10,42.93
ORD-001144,CUST-7228,2025-05-24 12:47:41,south,delivered,5,73.96,15,354.8
ORD-001139,CUST-5409,2025-05-24 20:10:23,north,shipped,4,163.88,0,655.52
ORD-001140,CUST-5990,2025-05-24 20:41:21,west,returned,5,168.11,0,840.55
ORD-001148,CUST-6381,2025-05-25 00:34:40,south,created,3,64.5,10,183.5
ORD-001146,CUST-8077,2025-05-25 07:40:36,east,delivered,2,185.39,0,370.78
ORD-001147,CUST-8417,2025-05-25 09:56:24,south,delivered,3,245.22,15,720.66
ORD-001149,CUST-3843,2025-05-25 15:02:34,west,returned,5,126.98,0,634.9
ORD-001150,CUST-2270,2025-05-25 19:36:41,north,returned,5,34.07,15,155.35
ORD-001152,CUST-8283,2025-05-26 00:20:27,south,created,1,123.73,0,123.73
ORD-001154,CUST-6947,2025-05-26 01:20:22,east,returned,2,70.05,5,135.1
ORD-001155,CUST-7489,2025-05-26 04:02:21,east,returned,5,64.14,0,320.7
ORD-001153,CUST-6862,2025-05-26 06:58:21,north,delivered,3,174.93,15,509.79
ORD-001151,CUST-6864,2025-05-26 14:04:52,south,created,3,243.43,5,725.29
ORD-001156,CUST-3875,2025-05-27 02:22:46,south,created,5,60.54,15,287.7
ORD-001159,CUST-1849,2025-05-27 11:45:36,west,returned,1,235.4,15,220.4
ORD-001161,CUST-9723,2025-05-27 16:20:33,east,created,2,26.04,5,47.08
ORD-001160,CUST-8644,2025-05-27 18:02:35,east,created,3,43.6,10,120.8
ORD-001157,CUST-4734,2025-05-27 19:02:41,east,shipped,2,76.01,10,142.02
ORD-001158,CUST-9731,2025-05-27 22:22:18,east,returned,1,248.11,15,233.11
ORD-001163,CUST-6092,2025-05-28 02:17:17,north,created,2,61.27,0,122.54
ORD-001167,CUST-6132,2025-05-28 02:22:03,south,created,1,230.43,5,225.43
ORD-001168,CUST-8075,2025-05-28 02:23:43,north,created,4,27.88,10,101.52
ORD-001169,CUST-7581,2025-05-28 03:29:20,west,shipped,5,27.27,5,131.35
ORD-001162,CUST-1415,2025-05-28 08:12:53,west,created,2,93.66,10,177.32
ORD-001164,CUST-6477,2025-05-28 09:07:01,south,created,4,116.51,0,466.04
ORD-001165,CUST-1891,2025-05-28 12:08:44,south,created,4,71.01,0,284.04
ORD-001171,CUST-2659,2025-05-28 12:21:54,north,returned,4,221.79,10,877.16
ORD-001170,CUST-1173,2025-05-28 16:30:29,west,returned,5,200.06,10,990.3
ORD-001166,CUST-8314,2025-05-28 21:04:42,north,created,5,160.6,0,803.0
ORD-001172,CUST-2682,2025-05-29 00:26:50,north,shipped,3,153.14,0,459.42
ORD-001174,CUST-3255,2025-05-29 01:36:16,north,shipped,5,119.49,0,597.45
ORD-001181,CUST-4492,2025-05-29 08:42:08,west,delivered,2,177.91,5,350.82
ORD-001183,CUST-3333,2025-05-29 10:34:46,west,shipped,3,22.05,0,66.15
ORD-001175,CUST-6861,2025-05-29 11:19:48,south,shipped,3,152.36,10,447.08
ORD-001178,CUST-2120,2025-05-29 12:26:07,south,returned,2,165.53,0,331.06
ORD-001173,CUST-5198,2025-05-29 12:56:21,west,returned,5,44.61,10,213.05
ORD-001182,CUST-1110,2025-05-29 13:12:35,north,created,4,63.25,0,253.0
ORD-001176,CUST-5768,2025-05-29 13:25:43,north,shipped,4,87.54,0,350.16
ORD-001177,CUST-1894,2025-05-29 15:22:00,east,shipped,1,70.79,10,60.79
ORD-001180,CUST-1691,2025-05-29 18:03:22,south,created,3,53.14,5,154.42
ORD-001179,CUST-6499,2025-05-29 22:25:53,east,returned,4,155.94,0,623.76
ORD-001190,CUST-5006,2025-05-30 01:40:54,south,delivered,5,115.94,15,564.7
ORD-001188,CUST-8106,2025-05-30 02:22:49,north,shipped,2,236.17,10,462.34
ORD-001191,CUST-5588,2025-05-30 04:36:15,west,shipped,2,92.0,0,184.0
ORD-001186,CUST-1343,2025-05-30 04:59:48,west,created,2,213.08,0,426.16
ORD-001192,CUST-2062,2025-05-30 06:05:45,west,delivered,1,199.4,15,184.4
ORD-001185,CUST-5029,2025-05-30 06:30:01,south,created,3,183.93,0,551.79
ORD-001187,CUST-8474,2025-05-30 08:44:36,east,delivered,3,234.99,0,704.97
ORD-001184,CUST-4241,2025-05-30 10:20:37,south,shipped,1,244.2,0,244.2
ORD-001189,CUST-9725,2025-05-30 13:46:10,east,delivered,2,201.8,0,403.6
ORD-001203,CUST-5496,2025-05-31 06:56:27,south,delivered,3,73.76,15,206.28
ORD-001202,CUST-9946,2025-05-31 07:17:34,east,shipped,1,31.77,0,31.77
ORD-001194,CUST-1599,2025-05-31 07:32:38,south,shipped,4,78.06,5,307.24
ORD-001197,CUST-6760,2025-05-31 08:22:49,north,returned,1,84.34,10,74.34
ORD-001201,CUST-2280,2025-05-31 10:03:51,south,created,5,135.51,15,662.55
ORD-001195,CUST-4581,2025-05-31 11:08:27,west,returned,4,217.84,5,866.36
ORD-001200,CUST-2243,2025-05-31 13:04:27,north,delivered,4,69.94,15,264.76
ORD-001199,CUST-5473,2025-05-31 13:55:18,north,shipped,3,204.06,0,612.18
ORD-001198,CUST-8391,2025-05-31 17:01:22,west,returned,5,160.96,5,799.8
ORD-001193,CUST-7125,2025-05-31 19:07:55,west,returned,5,124.1,0,620.5
ORD-001196,CUST-5170,2025-05-31 20:02:41,north,shipped,5,51.94,0,259.7
ORD-001207,CUST-7843,2025-06-01 07:37:50,west,returned,3,213.76,5,636.28
ORD-001205,CUST-7512,2025-06-01 08:17:09,south,shipped,5,247.48,0,1237.4
ORD-001204,CUST-7616,2025-06-01 14:46:23,north,returned,3,81.23,0,243.69
ORD-001206,CUST-8679,2025-06-01 16:47:56,east,created,4,69.92,10,269.68
ORD-001213,CUST-3910,2025-06-02 01:10:02,west,created,2,39.51,10,69.02
ORD-001210,CUST-3279,2025-06-02 05:35:44,east,returned,5,20.46,0,102.3
ORD-001216,CUST-7407,2025-06-02 05:43:02,north,shipped,3,217.03,5,646.09
ORD-001218,CUST-8778,2025-06-02 05:46:51,east,shipped,2,87.79,15,160.58
ORD-001219,CUST-5512,2025-06-02 07:20:37,north,shipped,5,183.44,5,912.2
ORD-001214,CUST-5650,2025-06-02 07:29:46,south,delivered,2,61.76,5,118.52
ORD-001208,CUST-3102,2025-06-02 11:07:31,north,returned,1,103.05,10,93.05
ORD-001217,CUST-2126,2025-06-02 14:09:46,south,shipped,5,113.33,15,551.65
ORD-001209,CUST-7974,2025-06-02 14:41:10,east,delivered,3,94.86,5,279.58
ORD-001215,CUST-7039,2025-06-02 18:52:44,north,shipped,5,31.45,0,157.25
ORD-001211,CUST-2043,2025-06-02 19:27:36,west,shipped,4,62.99,5,246.96
ORD-001212,CUST-8397,2025-06-02 23:15:55,east,created,4,40.53,10,152.12
ORD-001228,CUST-7499,2025-06-03 01:22:31,north,delivered,3,190.3,0,570.9
ORD-001227,CUST-1437,2025-06-03 02:39:53,west,returned,2,133.93,5,262.86
ORD-001222,CUST-7800,2025-06-03 09:04:14,south,returned,3,106.91,0,320.73
ORD-001221,CUST-2492,2025-06-03 10:28:57,west,delivered,4,123.73,0,494.92
ORD-001225,CUST-2986,2025-06-03 13:25:30,north,created,2,228.55,5,452.1
ORD-001230,CUST-4969,2025-06-03 15:56:13,south,returned,1,34.4,15,19.4
ORD-001226,CUST-7719,2025-06-03 16:25:05,south,delivered,5,195.14,0,975.7
ORD-001229,CUST-6359,2025-06-03 16:54:09,west,returned,1,181.64,0,181.64
ORD-001220,CUST-5044,2025-06-03 19:08:45,east,returned,1,208.78,10,198.78
ORD-001223,CUST-4005,2025-06-03 20:42:09,north,returned,4,105.4,15,406.6
ORD-001224,CUST-5485,2025-06-03 22:52:04,east,created,1,71.33,0,71.33
ORD-001232,CUST-2271,2025-06-04 00:24:29,east,shipped,5,189.24,0,946.2
ORD-001236,CUST-7908,2025-06-04 01:01:02,north,delivered,2,62.0,0,124.0
ORD-001237,CUST-4613,2025-06-04 03:31:01,south,shipped,2,174.79,0,349.58
ORD-001231,CUST-2646,2025-06-04 06:27:10,east,created,2,55.09,0,110.18
ORD-001235,CUST-7183,2025-06-04 07:20:42,south,delivered,1,155.58,0,155.58
ORD-001238,CUST-6359,2025-06-04 11:44:54,south,shipped,1,112.68,0,112.68
ORD-001234,CUST-2684,2025-06-04 14:13:19,east,returned,1,211.58,10,201.58
ORD-001233,CUST-1564,2025-06-04 19:22:49,south,returned,4,99.15,0,396.6
ORD-001240,CUST-6181,2025-06-05 00:26:10,west,shipped,3,55.8,5,162.4
ORD-001239,CUST-4807,2025-06-05 07:47:00,north,delivered,4,235.65,0,942.6
ORD-001246,CUST-6060,2025-06-05 08:36:24,west,shipped,2,19.99,0,39.98
ORD-001248,CUST-1621,2025-06-05 08:40:03,west,delivered,2,103.3,15,191.6
ORD-001243,CUST-3809,2025-06-05 09:10:22,north,delivered,5,200.95,10,994.75
ORD-001244,CUST-3177,2025-06-05 12:05:22,south,delivered,4,174.31,15,682.24
ORD-001250,CUST-6427,2025-06-05 12:28:42,south,shipped,1,68.82,15,53.82
ORD-001245,CUST-8354,2025-06-05 13:55:18,south,created,4,30.87,0,123.48
ORD-001247,CUST-7136,2025-06-05 18:09:29,east,shipped,5,33.66,0,168.3
ORD-001249,CUST-1648,2025-06-05 18:57:51,west,delivered,2,80.36,15,145.72
ORD-001242,CUST-5940,2025-06-05 21:48:14,west,created,1,223.08,5,218.08
ORD-001241,CUST-5562,2025-06-05 23:39:49,east,created,4,66.72,15,251.88
ORD-001253,CUST-4345,2025-06-06 04:34:17,north,shipped,1,164.08,0,164.08
ORD-001258,CUST-8101,2025-06-06 05:40:31,west,created,4,114.33,10,447.32
ORD-001261,CUST-8688,2025-06-06 07:07:32,south,shipped,1,93.31,15,78.31
ORD-001251,CUST-5068,2025-06-06 08:05:56,west,delivered,1,228.06,15,213.06
ORD-001255,CUST-4236,2025-06-06 08:55:02,west,shipped,4,88.19,15,337.76
ORD-001260,CUST-8431,2025-06-06 10:18:42,west,returned,3,104.41,0,313.23
ORD-001257,CUST-7524,2025-06-06 13:45:08,south,returned,4,33.8,0,135.2
ORD-001262,CUST-7131,2025-06-06 17:53:35,west,returned,1,18.02,10,8.02
ORD-001252,CUST-2058,2025-06-06 17:54:00,north,shipped,2,118.95,0,237.9
ORD-001254,CUST-4871,2025-06-06 18:28:29,north,returned,5,143.98,0,719.9
ORD-001259,CUST-5918,2025-06-06 21:40:11,south,shipped,4,115.44,0,461.76
ORD-001256,CUST-8344,2025-06-06 23:08:29,south,delivered,5,73.51,0,367.55
ORD-001265,CUST-7032,2025-06-07 02:06:03,west,returned,5,181.65,15,893.25
ORD-001270,CUST-2456,2025-06-07 03:58:42,east,shipped,4,191.83,15,752.32
ORD-001267,CUST-3414,2025-06-07 09:15:30,south,shipped,3,157.28,15,456.84
ORD-001269,CUST-5143,2025-06-07 11:00:12,west,delivered,4,53.97,5,210.88
ORD-001271,CUST-7520,2025-06-07 11:13:03,north,shipped,3,190.95,15,557.85
ORD-001268,CUST-7297,2025-06-07 14:28:42,north,shipped,1,42.43,0,42.43
